candidate_id,candidate_name,years_experience,current_city,top_skill_area,summary
2272,Rebecca Horton MD,17,Chicago,analytics,Built dbt models and Airflow pipelines for finance analytics.
2273,Kelly White,2,Remote,product,Introduced warehouse slotting optimization process.
2274,Amy Vasquez,17,Austin,support,"Implemented Okta and SCIM provisioning for 2,000 employees."
2275,Amy Braun,4,Seattle,engineering,Improved NPS by redesigning incident communications workflow.
2276,Beth Thompson,5,Chicago,support,Improved NPS by redesigning incident communications workflow.
2277,Rebecca Harris,0,Seattle,sales,Ran agile ceremonies for cross-functional product squad.
2278,Jessica Mcdonald,11,Austin,product,Introduced warehouse slotting optimization process.
2279,Craig Coleman,5,Chicago,product,Expanded support knowledge base and deflected repetitive tickets.
2280,Elizabeth Ray,8,Austin,engineering,Shipped experimentation framework for signup conversion.
2281,Christina Huffman,10,Atlanta,sales,Introduced warehouse slotting optimization process.
2282,Dr. Ian Gray,11,Seattle,operations,Negotiated software procurement and vendor savings initiatives.
2283,Jay Lynch,17,Denver,support,Maintained SOC 2 evidence collection process.
2284,Christopher Mckay,10,Atlanta,analytics,Owned forecasting model for outbound pipeline generation.
2285,Dr. Jeffery Miller,3,Atlanta,engineering,Introduced warehouse slotting optimization process.
2286,Elizabeth Medina,12,Denver,analytics,Built dbt models and Airflow pipelines for finance analytics.
2287,Casey James,0,Seattle,analytics,Managed high-volume healthcare recruiting for clinical roles.
2288,Douglas Hart,15,Chicago,product,Reduced cloud spend by redesigning batch compute workloads.
2289,Mr. Miguel Gonzalez,5,Chicago,sales,"Drove product launch for analytics module used by 8,000 accounts."
2290,April Hensley,13,Chicago,engineering,Reduced cloud spend by redesigning batch compute workloads.
2291,Jacqueline Sullivan,2,Chicago,support,Scaled self-serve onboarding funnel for SMB customers.
2292,James Harmon,7,Austin,support,Designed interview loops for engineering leveling refresh.
2293,Eric Archer,12,Austin,analytics,"Implemented Okta and SCIM provisioning for 2,000 employees."
2294,Stephen Riddle,11,Austin,support,Improved fulfillment SLA reporting with automated dashboards.
2295,Timothy Martin,0,Austin,sales,Improved NPS by redesigning incident communications workflow.
2296,Tina Wise,0,Atlanta,engineering,Shipped experimentation framework for signup conversion.
2297,Hannah Fletcher,17,Chicago,operations,"Implemented Okta and SCIM provisioning for 2,000 employees."
2298,Isabel Brown,9,Atlanta,product,Migrated legacy monolith endpoints to event-driven services.
2299,Jeff Wright,15,Austin,analytics,Shipped experimentation framework for signup conversion.
2300,Thomas Ward,1,Seattle,analytics,Closed strategic logistics accounts in manufacturing sector.
2301,Alyssa Wade,8,Denver,product,Scaled self-serve onboarding funnel for SMB customers.
2302,Larry Blackburn,10,Denver,sales,Maintained SOC 2 evidence collection process.
2303,David Lane,16,Seattle,operations,Scaled self-serve onboarding funnel for SMB customers.
2304,Candice Wilson,12,Remote,support,Closed strategic logistics accounts in manufacturing sector.
2305,Michael Cruz,11,Seattle,engineering,Introduced warehouse slotting optimization process.
2306,Valerie Miller,5,Denver,operations,Built churn propensity model for customer success team.
2307,Sherri Martin,17,Denver,analytics,Improved fulfillment SLA reporting with automated dashboards.
2308,Michael Mason,5,Denver,sales,Shipped experimentation framework for signup conversion.
2309,Stacie Willis,5,Austin,sales,Built dbt models and Airflow pipelines for finance analytics.
2310,Nicole Glass,13,Denver,operations,Negotiated software procurement and vendor savings initiatives.
2311,Ashley Armstrong,17,Seattle,product,Scaled self-serve onboarding funnel for SMB customers.
2312,Robin Adams,15,Chicago,operations,"Drove product launch for analytics module used by 8,000 accounts."
2313,Paul Hale,3,Denver,product,Built churn propensity model for customer success team.
2314,Christopher Vasquez,14,Austin,support,Built churn propensity model for customer success team.
2315,Raymond Butler,6,Chicago,engineering,Owned forecasting model for outbound pipeline generation.
2316,Dylan Jordan,3,Austin,product,Owned forecasting model for outbound pipeline generation.
2317,Cody Taylor,16,Denver,analytics,Migrated legacy monolith endpoints to event-driven services.
2318,Mr. Brian Bradley,17,Chicago,analytics,Led multi-region ERP rollout across three warehouses.
2319,Curtis Brady,6,Remote,support,Managed enterprise renewals exceeding $4M ARR.
2320,Cheryl Bird,0,Atlanta,engineering,Managed high-volume healthcare recruiting for clinical roles.
2321,Jessica Durham,3,Denver,sales,Led multi-region ERP rollout across three warehouses.
2322,Mark Miller,9,Atlanta,support,Built dbt models and Airflow pipelines for finance analytics.
2323,Caleb Brown,1,Remote,analytics,Led multi-region ERP rollout across three warehouses.
2324,David Washington,4,Chicago,operations,Expanded support knowledge base and deflected repetitive tickets.
2325,Alexandra Adams,2,Chicago,operations,Built dbt models and Airflow pipelines for finance analytics.
2326,Mary Mccormick,17,Atlanta,analytics,"Implemented Okta and SCIM provisioning for 2,000 employees."
2327,Daniel Conner,6,Austin,operations,Expanded support knowledge base and deflected repetitive tickets.
2328,Joseph Hayden,6,Atlanta,operations,Designed interview loops for engineering leveling refresh.
2329,John Sherman,7,Austin,analytics,Designed interview loops for engineering leveling refresh.
2330,Gabrielle Maldonado,0,Remote,sales,Automated revenue recognition data quality checks.
2331,Ethan Allen,9,Seattle,analytics,Closed strategic logistics accounts in manufacturing sector.
2332,James Bishop,16,Austin,support,Managed high-volume healthcare recruiting for clinical roles.
2333,Shelley Drake,14,Atlanta,support,Ran agile ceremonies for cross-functional product squad.
2334,Seth Morales,4,Chicago,analytics,Improved fulfillment SLA reporting with automated dashboards.
2335,Tammy Johnson,0,Atlanta,operations,Improved fulfillment SLA reporting with automated dashboards.
2336,Joseph Tapia,13,Atlanta,analytics,Built churn propensity model for customer success team.
2337,Danielle Hayes,15,Remote,support,Ran agile ceremonies for cross-functional product squad.
2338,Sheila Robertson,16,Chicago,sales,Shipped experimentation framework for signup conversion.
2339,April Little,10,Atlanta,operations,Improved NPS by redesigning incident communications workflow.
2340,Erica Schultz,8,Remote,support,Led multi-region ERP rollout across three warehouses.
2341,Tracy Fitzgerald,13,Austin,analytics,Improved NPS by redesigning incident communications workflow.
2342,Cynthia Washington,12,Chicago,operations,Managed enterprise renewals exceeding $4M ARR.
2343,Rebecca Bailey,13,Seattle,sales,Ran agile ceremonies for cross-functional product squad.
2344,Teresa Alvarez,5,Austin,product,Built dbt models and Airflow pipelines for finance analytics.
2345,Melissa Garcia,16,Chicago,analytics,Managed enterprise renewals exceeding $4M ARR.
2346,Lawrence Joseph,0,Remote,analytics,Built churn propensity model for customer success team.
2347,Sherri Glover,1,Atlanta,operations,Built churn propensity model for customer success team.
2348,Amanda Jimenez,11,Austin,support,Reduced cloud spend by redesigning batch compute workloads.
2349,Ronnie Davies,10,Remote,sales,Introduced warehouse slotting optimization process.
2350,Mrs. Stephanie Friedman,9,Atlanta,product,Improved NPS by redesigning incident communications workflow.
2351,Mr. David Jackson,16,Denver,engineering,Automated revenue recognition data quality checks.
2352,Melissa Garcia,15,Remote,engineering,Improved NPS by redesigning incident communications workflow.
2353,Alyssa Hickman MD,12,Chicago,analytics,Improved fulfillment SLA reporting with automated dashboards.
2354,Douglas Ball,2,Denver,product,Migrated legacy monolith endpoints to event-driven services.
2355,Tiffany Lambert,1,Atlanta,engineering,Managed enterprise renewals exceeding $4M ARR.
2356,Tammy Schultz,2,Chicago,support,Improved fulfillment SLA reporting with automated dashboards.
2357,Robert Cook II,11,Austin,operations,Built role-based compensation benchmarking dashboards.
2358,Tammy Brown,12,Austin,engineering,Scaled self-serve onboarding funnel for SMB customers.
2359,Thomas Paul,14,Chicago,operations,Introduced warehouse slotting optimization process.
2360,Martha Glover,1,Austin,analytics,Introduced warehouse slotting optimization process.
2361,Jessica Hall,4,Atlanta,analytics,Improved fulfillment SLA reporting with automated dashboards.
2362,Earl Rodriguez,6,Remote,product,Scaled self-serve onboarding funnel for SMB customers.
2363,Kevin Lopez,11,Chicago,product,Managed enterprise renewals exceeding $4M ARR.
2364,Laura Anderson,0,Austin,engineering,Improved NPS by redesigning incident communications workflow.
2365,James Mclaughlin,15,Austin,product,Closed strategic logistics accounts in manufacturing sector.
2366,Kevin Lee,1,Austin,engineering,Migrated legacy monolith endpoints to event-driven services.
2367,Jeff Wise,9,Atlanta,product,Managed enterprise renewals exceeding $4M ARR.
2368,Taylor Martinez,16,Denver,support,Migrated legacy monolith endpoints to event-driven services.
2369,Leslie Rodriguez,3,Denver,product,"Implemented Okta and SCIM provisioning for 2,000 employees."
2370,Samuel Stewart,12,Seattle,engineering,"Drove product launch for analytics module used by 8,000 accounts."
2371,Elizabeth Robinson,9,Denver,engineering,Negotiated software procurement and vendor savings initiatives.
2372,Brittany Campbell,14,Atlanta,product,Designed interview loops for engineering leveling refresh.
2373,Sarah Carey,10,Remote,sales,Led multi-region ERP rollout across three warehouses.
2374,Francisco Shaw,15,Chicago,operations,Closed strategic logistics accounts in manufacturing sector.
2375,Denise Abbott,7,Austin,sales,"Implemented Okta and SCIM provisioning for 2,000 employees."
2376,Lynn Lewis,2,Chicago,engineering,Led multi-region ERP rollout across three warehouses.
2377,Vincent Brown,12,Austin,engineering,Launched partner onboarding program across EMEA region.
2378,Brittany Moran,17,Seattle,engineering,Automated revenue recognition data quality checks.
2379,Taylor Walker,7,Remote,product,Improved fulfillment SLA reporting with automated dashboards.
2380,Tammy Parsons,14,Atlanta,engineering,Improved NPS by redesigning incident communications workflow.
2381,Monica Evans,15,Austin,product,"Implemented Okta and SCIM provisioning for 2,000 employees."
2382,Susan Moore,11,Remote,sales,Built churn propensity model for customer success team.
2383,James Henderson,14,Remote,analytics,Migrated legacy monolith endpoints to event-driven services.
2384,Gregory Myers,10,Denver,sales,Built dbt models and Airflow pipelines for finance analytics.
2385,Nicholas Campbell,14,Seattle,product,Launched partner onboarding program across EMEA region.
2386,Meredith Kelley,6,Atlanta,engineering,Built churn propensity model for customer success team.
2387,Frank Moody,9,Atlanta,support,Designed interview loops for engineering leveling refresh.
2388,Amy Michael,1,Denver,product,Improved NPS by redesigning incident communications workflow.
2389,Matthew Ray,3,Chicago,operations,Maintained SOC 2 evidence collection process.
2390,John Merritt,10,Chicago,operations,Introduced warehouse slotting optimization process.
2391,Robert Gonzalez,13,Denver,engineering,Expanded support knowledge base and deflected repetitive tickets.
2392,Heidi Chase,0,Seattle,product,Scaled self-serve onboarding funnel for SMB customers.
2393,Richard Garrison,1,Seattle,product,Closed strategic logistics accounts in manufacturing sector.
2394,William Shelton,0,Austin,operations,Owned forecasting model for outbound pipeline generation.
2395,Anthony Kelly,9,Austin,support,Migrated legacy monolith endpoints to event-driven services.
2396,Tony Wilson,6,Denver,support,Closed strategic logistics accounts in manufacturing sector.
2397,Gina Hamilton,0,Seattle,operations,Expanded support knowledge base and deflected repetitive tickets.
2398,Nathan Sanchez,14,Atlanta,engineering,Migrated legacy monolith endpoints to event-driven services.
2399,James Turner,9,Seattle,engineering,Led multi-region ERP rollout across three warehouses.
2400,Carrie Mcgee,0,Seattle,product,Built role-based compensation benchmarking dashboards.
2401,Wendy Lambert,12,Seattle,support,Built churn propensity model for customer success team.
2402,John Meyers,16,Atlanta,engineering,Built dbt models and Airflow pipelines for finance analytics.
2403,Mark Wallace,7,Austin,support,Managed enterprise renewals exceeding $4M ARR.
2404,Bruce Martinez,17,Chicago,product,Led multi-region ERP rollout across three warehouses.
2405,Susan Walker,7,Seattle,analytics,Improved fulfillment SLA reporting with automated dashboards.
2406,Victoria Mendoza,1,Chicago,operations,Owned forecasting model for outbound pipeline generation.
2407,Anna Watkins,2,Seattle,product,Negotiated software procurement and vendor savings initiatives.
2408,Zachary Park,1,Denver,product,Expanded support knowledge base and deflected repetitive tickets.
2409,Calvin Nguyen,5,Austin,operations,Led multi-region ERP rollout across three warehouses.
2410,Shannon Medina,6,Seattle,operations,Reduced cloud spend by redesigning batch compute workloads.
2411,Michael Long,7,Remote,product,"Drove product launch for analytics module used by 8,000 accounts."
2412,Rachel Moreno,8,Denver,product,Designed interview loops for engineering leveling refresh.
2413,Ryan Ryan,15,Austin,analytics,Managed enterprise renewals exceeding $4M ARR.
2414,Marissa Molina,0,Denver,analytics,Owned forecasting model for outbound pipeline generation.
2415,Matthew Wilson,16,Remote,support,Migrated legacy monolith endpoints to event-driven services.
2416,Melissa Smith,4,Chicago,sales,Built churn propensity model for customer success team.
2417,Ernest Williams,17,Austin,product,Ran agile ceremonies for cross-functional product squad.
2418,Marissa Miller,2,Seattle,sales,Negotiated software procurement and vendor savings initiatives.
2419,Paul Miller,1,Chicago,support,Managed high-volume healthcare recruiting for clinical roles.
2420,Edwin Burch,2,Austin,support,Expanded support knowledge base and deflected repetitive tickets.
2421,William Barrett,5,Seattle,sales,Ran agile ceremonies for cross-functional product squad.
2422,Angel Bautista,16,Denver,support,Reduced cloud spend by redesigning batch compute workloads.
2423,Elaine Ferguson,8,Austin,product,Designed interview loops for engineering leveling refresh.
2424,John Edwards,2,Austin,operations,Automated revenue recognition data quality checks.
2425,Yesenia Obrien,11,Chicago,analytics,Shipped experimentation framework for signup conversion.
2426,Melissa Bates,9,Austin,analytics,Maintained SOC 2 evidence collection process.
2427,Andrew Thomas,12,Austin,engineering,Ran agile ceremonies for cross-functional product squad.
2428,Cindy Anderson,13,Denver,analytics,Expanded support knowledge base and deflected repetitive tickets.
2429,Leslie Ramirez,14,Seattle,support,"Implemented Okta and SCIM provisioning for 2,000 employees."
2430,Jennifer Pierce,2,Denver,analytics,Improved fulfillment SLA reporting with automated dashboards.
2431,Matthew Martin,8,Austin,operations,Shipped experimentation framework for signup conversion.
2432,Tony Rhodes,11,Remote,analytics,Designed interview loops for engineering leveling refresh.
2433,Briana Harris,10,Atlanta,analytics,"Implemented Okta and SCIM provisioning for 2,000 employees."
2434,Debra Schultz,17,Remote,product,"Drove product launch for analytics module used by 8,000 accounts."
2435,Michelle Elliott,17,Atlanta,operations,Introduced warehouse slotting optimization process.
2436,Kayla Martin,14,Denver,sales,Migrated legacy monolith endpoints to event-driven services.
2437,Emily French,4,Atlanta,engineering,"Implemented Okta and SCIM provisioning for 2,000 employees."
2438,Victor Wright,9,Austin,product,Owned forecasting model for outbound pipeline generation.
2439,Joseph Sutton,14,Denver,sales,Managed high-volume healthcare recruiting for clinical roles.
2440,Gary Davis,4,Denver,operations,Improved fulfillment SLA reporting with automated dashboards.
2441,Paula Thomas,12,Chicago,support,Built role-based compensation benchmarking dashboards.
2442,Denise Garcia,4,Remote,sales,Led multi-region ERP rollout across three warehouses.
2443,Courtney Lynn,2,Remote,sales,Maintained SOC 2 evidence collection process.
2444,Becky Fox,4,Denver,analytics,"Drove product launch for analytics module used by 8,000 accounts."
2445,Leah Roman,16,Seattle,analytics,Migrated legacy monolith endpoints to event-driven services.
2446,Gregory Armstrong,17,Chicago,sales,"Drove product launch for analytics module used by 8,000 accounts."
2447,Devin Garcia,15,Remote,analytics,Negotiated software procurement and vendor savings initiatives.
2448,Evan Walton,4,Seattle,support,Built role-based compensation benchmarking dashboards.
2449,Robert Byrd,14,Seattle,sales,Reduced cloud spend by redesigning batch compute workloads.
2450,Kristen Macias,3,Atlanta,operations,Led multi-region ERP rollout across three warehouses.
2451,Kevin Green,2,Seattle,sales,"Implemented Okta and SCIM provisioning for 2,000 employees."
2452,Michelle Sandoval,4,Atlanta,product,Improved NPS by redesigning incident communications workflow.
2453,Keith Adams,2,Remote,operations,Expanded support knowledge base and deflected repetitive tickets.
2454,Margaret Wood,11,Atlanta,product,Led multi-region ERP rollout across three warehouses.
2455,Megan Barnes,12,Denver,product,Led multi-region ERP rollout across three warehouses.
2456,Jeffrey Gomez,0,Chicago,sales,Introduced warehouse slotting optimization process.
2457,Dustin Cisneros,1,Remote,product,Expanded support knowledge base and deflected repetitive tickets.
2458,Michelle Bradshaw,8,Austin,engineering,Maintained SOC 2 evidence collection process.
2459,Mark Miller,2,Austin,operations,Led multi-region ERP rollout across three warehouses.
2460,Randy Bruce,14,Austin,engineering,Built role-based compensation benchmarking dashboards.
2461,Angela Allen,7,Austin,engineering,Owned forecasting model for outbound pipeline generation.
2462,Kenneth Miller,7,Chicago,analytics,Improved fulfillment SLA reporting with automated dashboards.
2463,Timothy Stokes,0,Denver,analytics,Reduced cloud spend by redesigning batch compute workloads.
2464,Travis Rhodes,12,Chicago,analytics,Maintained SOC 2 evidence collection process.
2465,Breanna Jimenez,12,Denver,operations,"Drove product launch for analytics module used by 8,000 accounts."
2466,Megan Patel,13,Denver,support,Automated revenue recognition data quality checks.
2467,Adrian Lee,9,Denver,operations,Improved fulfillment SLA reporting with automated dashboards.
2468,Adrienne Coleman,4,Austin,analytics,Built dbt models and Airflow pipelines for finance analytics.
2469,Haley Gamble,1,Atlanta,operations,Built dbt models and Airflow pipelines for finance analytics.
2470,Tami Kidd,5,Chicago,sales,Designed interview loops for engineering leveling refresh.
2471,Melinda Williams,9,Atlanta,analytics,Led multi-region ERP rollout across three warehouses.
2472,Christopher Conrad,2,Austin,support,Migrated legacy monolith endpoints to event-driven services.
2473,Stephanie Thompson,0,Remote,sales,Maintained SOC 2 evidence collection process.
2474,Casey Gomez,3,Seattle,operations,Migrated legacy monolith endpoints to event-driven services.
2475,Jon Jackson,1,Denver,product,Designed interview loops for engineering leveling refresh.
2476,Gail Shelton,0,Denver,sales,"Implemented Okta and SCIM provisioning for 2,000 employees."
2477,Sarah Hodge,8,Chicago,operations,Managed enterprise renewals exceeding $4M ARR.
2478,John Baker,13,Remote,sales,Built dbt models and Airflow pipelines for finance analytics.
2479,Mark Long,8,Seattle,operations,Scaled self-serve onboarding funnel for SMB customers.
2480,Tanya Haley,1,Denver,operations,Migrated legacy monolith endpoints to event-driven services.
2481,Stephanie Walls,6,Atlanta,product,Owned forecasting model for outbound pipeline generation.
2482,Sarah Brown,0,Austin,engineering,Automated revenue recognition data quality checks.
2483,Joe Evans,11,Seattle,operations,Reduced cloud spend by redesigning batch compute workloads.
2484,Gregory Bowen,4,Atlanta,product,"Drove product launch for analytics module used by 8,000 accounts."
2485,Adam Jordan,6,Chicago,engineering,Introduced warehouse slotting optimization process.
2486,Joseph Roach,16,Seattle,analytics,Reduced cloud spend by redesigning batch compute workloads.
2487,Thomas Smith,10,Austin,engineering,Built dbt models and Airflow pipelines for finance analytics.
2488,Danielle Ruiz,13,Denver,analytics,Led multi-region ERP rollout across three warehouses.
2489,Jacob Mcclain,6,Remote,support,Built role-based compensation benchmarking dashboards.
2490,Debra Mayo,16,Seattle,analytics,Built dbt models and Airflow pipelines for finance analytics.
2491,Jessica Taylor,12,Austin,analytics,Owned forecasting model for outbound pipeline generation.
2492,Abigail Stephenson,9,Atlanta,support,Managed high-volume healthcare recruiting for clinical roles.
2493,Ashley Mitchell,10,Seattle,analytics,Designed interview loops for engineering leveling refresh.
2494,Jason Rivera,11,Atlanta,analytics,Improved NPS by redesigning incident communications workflow.
2495,Melvin Vaughan,2,Chicago,engineering,Improved NPS by redesigning incident communications workflow.
2496,Victoria Wilson,4,Seattle,engineering,Closed strategic logistics accounts in manufacturing sector.
2497,Jon Maldonado Jr.,12,Denver,engineering,"Drove product launch for analytics module used by 8,000 accounts."
2498,Phyllis Ross,7,Remote,analytics,Negotiated software procurement and vendor savings initiatives.
2499,Natalie Petersen,14,Remote,operations,Scaled self-serve onboarding funnel for SMB customers.
2500,Tyler Sparks,9,Remote,operations,"Drove product launch for analytics module used by 8,000 accounts."
2501,Gregory Smith,1,Denver,operations,Managed high-volume healthcare recruiting for clinical roles.
2502,Amber Gallegos,11,Seattle,product,Reduced cloud spend by redesigning batch compute workloads.
2503,Kyle Smith,10,Austin,operations,Migrated legacy monolith endpoints to event-driven services.
2504,Douglas Miller,6,Seattle,operations,Scaled self-serve onboarding funnel for SMB customers.
2505,Luke Daniel,14,Seattle,analytics,Ran agile ceremonies for cross-functional product squad.
2506,Douglas Wilson,6,Seattle,support,Managed enterprise renewals exceeding $4M ARR.
2507,Michael Estrada,2,Austin,support,Reduced cloud spend by redesigning batch compute workloads.
2508,John Patton,2,Denver,product,Migrated legacy monolith endpoints to event-driven services.
2509,Nicholas Carr,16,Chicago,analytics,Shipped experimentation framework for signup conversion.
2510,Scott Fuller,6,Remote,product,Migrated legacy monolith endpoints to event-driven services.
2511,Bryan Morales,7,Atlanta,analytics,Migrated legacy monolith endpoints to event-driven services.
2512,Corey Thomas,5,Atlanta,analytics,Improved fulfillment SLA reporting with automated dashboards.
2513,Curtis Lin,13,Denver,analytics,Improved NPS by redesigning incident communications workflow.
2514,Joseph Graves,10,Austin,operations,Migrated legacy monolith endpoints to event-driven services.
2515,Courtney Simmons,16,Atlanta,sales,Led multi-region ERP rollout across three warehouses.
2516,Jeffery Williams,16,Atlanta,operations,Designed interview loops for engineering leveling refresh.
2517,Jack Hahn,17,Denver,analytics,Shipped experimentation framework for signup conversion.
2518,Danielle Jacobson,5,Atlanta,analytics,Ran agile ceremonies for cross-functional product squad.
2519,Aaron Guerrero,10,Denver,engineering,Improved fulfillment SLA reporting with automated dashboards.
2520,Dustin Ramirez,6,Atlanta,support,Improved NPS by redesigning incident communications workflow.
2521,Jessica King,12,Denver,support,"Drove product launch for analytics module used by 8,000 accounts."
2522,Geoffrey Rodriguez DDS,13,Seattle,analytics,Maintained SOC 2 evidence collection process.
2523,Patricia Anderson,4,Remote,operations,Built churn propensity model for customer success team.
2524,Robert Paul,15,Denver,analytics,"Drove product launch for analytics module used by 8,000 accounts."
2525,Lisa Allen,5,Austin,analytics,Built role-based compensation benchmarking dashboards.
2526,Kevin Miller,17,Seattle,operations,Improved fulfillment SLA reporting with automated dashboards.
2527,Mark Guzman,15,Remote,product,Reduced cloud spend by redesigning batch compute workloads.
2528,Warren Henson,0,Seattle,engineering,Negotiated software procurement and vendor savings initiatives.
2529,Cheryl Griffin,7,Denver,operations,Improved fulfillment SLA reporting with automated dashboards.
2530,Tom Montgomery,6,Atlanta,operations,"Implemented Okta and SCIM provisioning for 2,000 employees."
2531,John Juarez,14,Denver,engineering,Built role-based compensation benchmarking dashboards.
2532,Brittany Anderson,13,Seattle,engineering,Introduced warehouse slotting optimization process.
2533,Michael Snow,0,Seattle,product,Expanded support knowledge base and deflected repetitive tickets.
2534,Sarah Castro,15,Atlanta,support,Built dbt models and Airflow pipelines for finance analytics.
2535,Jacob Soto,3,Denver,operations,Automated revenue recognition data quality checks.
2536,Jeffrey Webb,6,Chicago,sales,Built dbt models and Airflow pipelines for finance analytics.
2537,Tiffany Gibbs,3,Atlanta,operations,Managed high-volume healthcare recruiting for clinical roles.
2538,Donald Ponce,2,Denver,support,"Implemented Okta and SCIM provisioning for 2,000 employees."
2539,Tyler Brown,9,Remote,sales,Designed interview loops for engineering leveling refresh.
2540,Cheryl Olsen,1,Austin,engineering,Managed high-volume healthcare recruiting for clinical roles.
2541,Joseph Palmer Jr.,1,Remote,operations,Negotiated software procurement and vendor savings initiatives.
2542,Jordan Hart,14,Seattle,analytics,Automated revenue recognition data quality checks.
2543,Lawrence Clark,6,Atlanta,analytics,Scaled self-serve onboarding funnel for SMB customers.
2544,Kenneth Vargas,11,Remote,sales,Introduced warehouse slotting optimization process.
2545,Timothy Hunt,17,Seattle,product,Maintained SOC 2 evidence collection process.
2546,Michelle Green,0,Austin,analytics,Introduced warehouse slotting optimization process.
2547,Elizabeth Adams,14,Denver,support,Closed strategic logistics accounts in manufacturing sector.
2548,Danny Ferguson,1,Remote,product,Built churn propensity model for customer success team.
2549,Mark Mcmahon,13,Seattle,analytics,Built role-based compensation benchmarking dashboards.
2550,Casey Marks,5,Austin,analytics,Automated revenue recognition data quality checks.
2551,William Mayo,2,Chicago,support,Migrated legacy monolith endpoints to event-driven services.
2552,Brian Wong,4,Remote,support,Negotiated software procurement and vendor savings initiatives.
2553,Valerie Nguyen,6,Austin,product,Owned forecasting model for outbound pipeline generation.
2554,Stacey Baker,13,Remote,support,Maintained SOC 2 evidence collection process.
2555,Steven Phillips,12,Atlanta,engineering,Maintained SOC 2 evidence collection process.
2556,Miss Alexandra Kelly,13,Seattle,operations,Reduced cloud spend by redesigning batch compute workloads.
2557,Diana Scott,0,Chicago,analytics,Built role-based compensation benchmarking dashboards.
2558,Matthew Parrish,17,Denver,operations,"Drove product launch for analytics module used by 8,000 accounts."
2559,Lauren Sharp,7,Seattle,engineering,Shipped experimentation framework for signup conversion.
2560,Theresa Scott,2,Austin,sales,Led multi-region ERP rollout across three warehouses.
2561,Lindsey Harris,16,Austin,sales,"Drove product launch for analytics module used by 8,000 accounts."
2562,Frederick Harris,14,Atlanta,engineering,"Drove product launch for analytics module used by 8,000 accounts."
2563,Shannon Foster,1,Austin,support,Reduced cloud spend by redesigning batch compute workloads.
2564,Nicholas Hamilton,7,Remote,operations,Designed interview loops for engineering leveling refresh.
2565,John Crawford,16,Seattle,support,Maintained SOC 2 evidence collection process.
2566,Robert Thompson,12,Seattle,product,Designed interview loops for engineering leveling refresh.
2567,Terri White,3,Atlanta,product,Closed strategic logistics accounts in manufacturing sector.
2568,Eric Mcclure,12,Atlanta,product,Built dbt models and Airflow pipelines for finance analytics.
2569,Melissa Lopez,3,Remote,operations,Led multi-region ERP rollout across three warehouses.
2570,Jeffery Gibson,6,Austin,sales,Managed high-volume healthcare recruiting for clinical roles.
2571,Jennifer Ramsey,3,Chicago,engineering,Managed enterprise renewals exceeding $4M ARR.
2572,Paul Smith,12,Seattle,analytics,Built dbt models and Airflow pipelines for finance analytics.
2573,James Rodriguez,16,Austin,engineering,Built dbt models and Airflow pipelines for finance analytics.
2574,Ronald Michael,0,Chicago,sales,Owned forecasting model for outbound pipeline generation.
2575,Randy Adams,10,Austin,sales,"Implemented Okta and SCIM provisioning for 2,000 employees."
2576,Linda Sparks,4,Austin,sales,Managed enterprise renewals exceeding $4M ARR.
2577,Rickey Daniels,13,Denver,operations,"Drove product launch for analytics module used by 8,000 accounts."
2578,Sarah Miller,2,Atlanta,sales,Owned forecasting model for outbound pipeline generation.
2579,Peter Stafford,6,Austin,analytics,Built role-based compensation benchmarking dashboards.
2580,Elizabeth Mendoza,3,Remote,product,Automated revenue recognition data quality checks.
2581,Joshua Adams,15,Seattle,analytics,Launched partner onboarding program across EMEA region.
2582,Alisha Williams,1,Atlanta,support,Launched partner onboarding program across EMEA region.
2583,Ashley Tanner,10,Austin,engineering,Scaled self-serve onboarding funnel for SMB customers.
2584,Aaron Walker,2,Atlanta,engineering,Introduced warehouse slotting optimization process.
2585,James Gomez,10,Remote,sales,Closed strategic logistics accounts in manufacturing sector.
2586,Thomas Cohen,13,Chicago,product,Negotiated software procurement and vendor savings initiatives.
2587,Michelle Valenzuela,13,Atlanta,sales,Designed interview loops for engineering leveling refresh.
2588,William Walker DVM,0,Atlanta,product,Owned forecasting model for outbound pipeline generation.
2589,Billy Cook,13,Seattle,support,Maintained SOC 2 evidence collection process.
2590,Tim Miller,5,Remote,support,"Implemented Okta and SCIM provisioning for 2,000 employees."
2591,Chris Patterson,12,Austin,sales,Shipped experimentation framework for signup conversion.
2592,Christopher Coleman,17,Austin,engineering,Reduced cloud spend by redesigning batch compute workloads.
2593,Melissa Weber,2,Austin,sales,Scaled self-serve onboarding funnel for SMB customers.
2594,Shawn Nelson,6,Chicago,product,Reduced cloud spend by redesigning batch compute workloads.
2595,Mr. Derek Meadows DDS,15,Denver,operations,Built role-based compensation benchmarking dashboards.
2596,Shannon Spence,2,Remote,operations,Designed interview loops for engineering leveling refresh.
2597,Bridget Hernandez,4,Atlanta,sales,Scaled self-serve onboarding funnel for SMB customers.
2598,Robert Bray,9,Seattle,operations,Reduced cloud spend by redesigning batch compute workloads.
2599,Ashley Simmons,17,Atlanta,operations,Improved NPS by redesigning incident communications workflow.
2600,Brianna Morris,5,Remote,support,Scaled self-serve onboarding funnel for SMB customers.
2601,Randall Gomez,6,Chicago,support,Shipped experimentation framework for signup conversion.
2602,John Dudley DDS,14,Seattle,operations,Maintained SOC 2 evidence collection process.
